Transition, Time (secs), Satisfiable
transition__S08__a__S04__mediante_met_markInspected,0.048,false
transition__S08__a__S05__mediante_met_markInspected,0.054,false
transition__S08__a__S06__mediante_met_markInspected,0.045,false
transition__S08__a__S07__mediante_met_markInspected,0.05,false
transition__S08__a__S08__mediante_met_markInspected,0.035,false
transition__S08__a__S09__mediante_met_markInspected,0.065,false
transition__S08__a__S10__mediante_met_markInspected,0.06,false
transition__S09__a__S01__mediante_met_markInspected,0.021,false
transition__S09__a__S02__mediante_met_markInspected,0.041,false
transition__S09__a__S03__mediante_met_markInspected,0.052,false
transition__S09__a__S04__mediante_met_markInspected,0.052,false
transition__S09__a__S05__mediante_met_markInspected,0.04,false
transition__S09__a__S06__mediante_met_markInspected,0.036,false
transition__S09__a__S07__mediante_met_markInspected,0.041,false
transition__S09__a__S08__mediante_met_markInspected,0.05,false
transition__S09__a__S09__mediante_met_markInspected,0.023,false
transition__S09__a__S10__mediante_met_markInspected,0.041,false

